nome_orgao_superior,mes,ano,gasto_total_mensal
MINISTERIO DA DEFESA,10,2013,2036706388.1900206
MINISTERIO DA DEFESA,11,2013,729650522.9500082
MINISTERIO DA DEFESA,12,2013,2074143698.6300197
MINISTERIO DA DEFESA,1,2014,1872299172.1700332
MINISTERIO DA DEFESA,2,2014,842933771.0099949
MINISTERIO DA DEFESA,3,2014,721872320.4000018
MINISTERIO DA DEFESA,4,2014,1373367161.2000265
MINISTERIO DA DEFESA,5,2014,1158008605.0200088
MINISTERIO DA DEFESA,6,2014,1169282770.0600126
MINISTERIO DA DEFESA,7,2014,1758043231.0000834
MINISTERIO DA DEFESA,8,2014,1457505185.360046
MINISTERIO DA DEFESA,9,2014,1851224859.26004
MINISTERIO DA DEFESA,10,2014,1165023308.360026
MINISTERIO DA DEFESA,11,2014,1591210473.91005
MINISTERIO DA DEFESA,12,2014,2354620505.4901376
MINISTERIO DA DEFESA,1,2015,477832903.15999854
MINISTERIO DA DEFESA,2,2015,762737750.5300006
MINISTERIO DA DEFESA,3,2015,884058632.6900103
MINISTERIO DA DEFESA,4,2015,846838271.4200112
MINISTERIO DA DEFESA,5,2015,1165818651.180044
MINISTERIO DA DEFESA,6,2015,1206211456.2000034
MINISTERIO DA DEFESA,7,2015,1244006280.2400281
MINISTERIO DA DEFESA,8,2015,1283915672.2000356
MINISTERIO DA DEFESA,9,2015,1135066825.2900064
MINISTERIO DA DEFESA,10,2015,1122274652.400005
MINISTERIO DA DEFESA,11,2015,925456045.8499929
MINISTERIO DA DEFESA,12,2015,1294797478.6900196
MINISTERIO DA DEFESA,1,2016,1177307123.6000142
MINISTERIO DA DEFESA,2,2016,1399066074.2700124
MINISTERIO DA DEFESA,3,2016,1367217941.8400013
MINISTERIO DA DEFESA,4,2016,1494895698.8400369
MINISTERIO DA DEFESA,5,2016,918190946.6700181
MINISTERIO DA DEFESA,6,2016,1133383671.860028
MINISTERIO DA DEFESA,7,2016,1153846828.230005
MINISTERIO DA DEFESA,8,2016,1178775762.430004
MINISTERIO DA DEFESA,9,2016,1176764191.8500018
MINISTERIO DA DEFESA,10,2016,877561408.199995
MINISTERIO DA DEFESA,11,2016,944521542.1500114
MINISTERIO DA DEFESA,12,2016,2783998963.420051
MINISTERIO DA DEFESA,1,2017,439130010.46000063
MINISTERIO DA DEFESA,2,2017,641760646.8800002
MINISTERIO DA DEFESA,3,2017,1117779126.6999958
MINISTERIO DA DEFESA,4,2017,813728259.3200037
MINISTERIO DA DEFESA,5,2017,1229641650.3099911
MINISTERIO DA DEFESA,6,2017,1142508897.7500036
MINISTERIO DA DEFESA,7,2017,1034668484.7400181
MINISTERIO DA DEFESA,8,2017,1109573560.7900097
MINISTERIO DA DEFESA,9,2017,1092613620.5300171
MINISTERIO DA DEFESA,10,2017,1251819257.6000073
MINISTERIO DA DEFESA,11,2017,1514549414.4600286
MINISTERIO DA DEFESA,12,2017,2278159595.4199963
MINISTERIO DA EDUCACAO,1,2011,1344715111.790082
MINISTERIO DA EDUCACAO,2,2011,1025878413.7300372
MINISTERIO DA EDUCACAO,3,2011,1211537212.289981
MINISTERIO DA EDUCACAO,4,2011,1121956754.2999856
MINISTERIO DA EDUCACAO,5,2011,1224116836.7800136
MINISTERIO DA EDUCACAO,6,2011,1247177202.7707148
MINISTERIO DA EDUCACAO,7,2011,1358545407.669972
MINISTERIO DA EDUCACAO,8,2011,1077808946.900067
MINISTERIO DA EDUCACAO,9,2011,1160186312.6800694
MINISTERIO DA EDUCACAO,10,2011,1466045634.3800902
MINISTERIO DA EDUCACAO,11,2011,1532298762.7581515
MINISTERIO DA EDUCACAO,12,2011,2920840427.8500032
MINISTERIO DA EDUCACAO,1,2012,1592338922.600049
MINISTERIO DA EDUCACAO,2,2012,1057774052.5200797
MINISTERIO DA EDUCACAO,3,2012,1642124069.4601986
MINISTERIO DA EDUCACAO,4,2012,1758896275.0100107
MINISTERIO DA EDUCACAO,5,2012,1592081474.2302976
MINISTERIO DA EDUCACAO,6,2012,1740776005.6999714
MINISTERIO DA EDUCACAO,7,2012,1609170313.6800308
MINISTERIO DA EDUCACAO,8,2012,1572291214.4401064
MINISTERIO DA EDUCACAO,9,2012,1407770878.8701057
MINISTERIO DA EDUCACAO,10,2012,2117018077.7699482
MINISTERIO DA EDUCACAO,11,2012,2488985772.17018
MINISTERIO DA EDUCACAO,12,2012,2665288055.4700775
MINISTERIO DA EDUCACAO,1,2013,1771091130.0900044
MINISTERIO DA EDUCACAO,2,2013,1290584598.3900638
MINISTERIO DA EDUCACAO,3,2013,2707490752.429713
MINISTERIO DA EDUCACAO,4,2013,2632881956.4498467
MINISTERIO DA EDUCACAO,5,2013,2281377244.319997
MINISTERIO DA EDUCACAO,6,2013,2452603245.000094
MINISTERIO DA EDUCACAO,7,2013,2778016730.269959
MINISTERIO DA EDUCACAO,8,2013,2403050937.969802
MINISTERIO DA EDUCACAO,9,2013,2211278317.1901264
MINISTERIO DA EDUCACAO,10,2013,2897475653.2700067
MINISTERIO DA EDUCACAO,11,2013,3166894080.9368267
MINISTERIO DA EDUCACAO,12,2013,3742723001.4594736
MINISTERIO DA EDUCACAO,1,2014,3575059972.619497
MINISTERIO DA EDUCACAO,2,2014,2220632224.030005
MINISTERIO DA EDUCACAO,3,2014,2175397990.3509383
MINISTERIO DA EDUCACAO,4,2014,2790284907.7123275
MINISTERIO DA EDUCACAO,5,2014,4138035522.850255
MINISTERIO DA EDUCACAO,6,2014,3489772894.0500865
MINISTERIO DA EDUCACAO,7,2014,3557175806.410025
MINISTERIO DA EDUCACAO,8,2014,2551273781.1106095
MINISTERIO DA EDUCACAO,9,2014,3246942668.3106403
MINISTERIO DA EDUCACAO,10,2014,5023942215.570802
MINISTERIO DA EDUCACAO,11,2014,3655568747.930402
MINISTERIO DA EDUCACAO,12,2014,3604616822.881117
MINISTERIO DA EDUCACAO,1,2015,2906956256.5100036
MINISTERIO DA EDUCACAO,2,2015,1807436703.2498753
MINISTERIO DA EDUCACAO,3,2015,2968807578.469785
MINISTERIO DA EDUCACAO,4,2015,2388382768.669803
MINISTERIO DA EDUCACAO,5,2015,2994213959.539637
MINISTERIO DA EDUCACAO,6,2015,3503344588.6099577
MINISTERIO DA EDUCACAO,7,2015,3618293373.5192776
MINISTERIO DA EDUCACAO,8,2015,3443764110.809727
MINISTERIO DA EDUCACAO,9,2015,2722277417.959791
MINISTERIO DA EDUCACAO,10,2015,4637535031.609964
MINISTERIO DA EDUCACAO,11,2015,2413586032.2996964
MINISTERIO DA EDUCACAO,12,2015,5089504485.410616
MINISTERIO DA EDUCACAO,1,2016,2711923847.0498095
MINISTERIO DA EDUCACAO,2,2016,3051864596.879859
MINISTERIO DA EDUCACAO,3,2016,1717690323.2198274
MINISTERIO DA EDUCACAO,4,2016,4651600266.649619
MINISTERIO DA EDUCACAO,5,2016,5601081369.8099575
MINISTERIO DA EDUCACAO,6,2016,4610532109.16989
MINISTERIO DA EDUCACAO,7,2016,4005080383.6298623
MINISTERIO DA EDUCACAO,8,2016,2054296850.9799614
MINISTERIO DA EDUCACAO,9,2016,1988590702.5497954
MINISTERIO DA EDUCACAO,10,2016,2475610564.939842
MINISTERIO DA EDUCACAO,11,2016,2589543091.7198753
MINISTERIO DA EDUCACAO,12,2016,9590786028.640827
MINISTERIO DA EDUCACAO,1,2017,4392458118.679999
MINISTERIO DA EDUCACAO,2,2017,2165150592.0698895
MINISTERIO DA EDUCACAO,3,2017,2743673597.6400146
MINISTERIO DA EDUCACAO,4,2017,2705700227.610025
MINISTERIO DA EDUCACAO,5,2017,2088282639.2799125
MINISTERIO DA EDUCACAO,6,2017,5465617049.449934
MINISTERIO DA EDUCACAO,7,2017,3600004063.090008
MINISTERIO DA EDUCACAO,8,2017,2031410231.5799637
MINISTERIO DA EDUCACAO,9,2017,2215831240.9600253
MINISTERIO DA EDUCACAO,10,2017,4154233958.970074
MINISTERIO DA EDUCACAO,11,2017,4033608432.5703673
MINISTERIO DA EDUCACAO,12,2017,9660395351.37986
MINISTERIO DA FAZENDA,1,2011,1637924775.0599918
MINISTERIO DA FAZENDA,2,2011,329786852.9000041
MINISTERIO DA FAZENDA,3,2011,810226217.3499901
MINISTERIO DA FAZENDA,4,2011,768502044.2299981
MINISTERIO DA FAZENDA,5,2011,516428039.4900027
MINISTERIO DA FAZENDA,6,2011,1410247959.7800026
MINISTERIO DA FAZENDA,7,2011,1314774120.560003
MINISTERIO DA FAZENDA,8,2011,520304374.2500001
MINISTERIO DA FAZENDA,9,2011,395839808.9800028
MINISTERIO DA FAZENDA,10,2011,1285048051.5099986
MINISTERIO DA FAZENDA,11,2011,275975801.02000016
MINISTERIO DA FAZENDA,12,2011,973748465.7700043
MINISTERIO DA FAZENDA,1,2012,2957518992.3899994
MINISTERIO DA FAZENDA,2,2012,327726666.8000009
MINISTERIO DA FAZENDA,3,2012,809737979.7399946
MINISTERIO DA FAZENDA,4,2012,2486781823.570005
MINISTERIO DA FAZENDA,5,2012,646690573.6400096
MINISTERIO DA FAZENDA,6,2012,886031540.6699934
MINISTERIO DA FAZENDA,7,2012,781542657.7100136
MINISTERIO DA FAZENDA,8,2012,581802271.5499989
MINISTERIO DA FAZENDA,9,2012,548869898.4000244
MINISTERIO DA FAZENDA,10,2012,905995086.0300714
MINISTERIO DA FAZENDA,11,2012,451047130.37003
MINISTERIO DA FAZENDA,12,2012,583470513.1100048
MINISTERIO DA FAZENDA,1,2013,1001380874.1100166
MINISTERIO DA FAZENDA,2,2013,439608179.470038
MINISTERIO DA FAZENDA,3,2013,1325021225.020013
MINISTERIO DA FAZENDA,4,2013,3807282909.020003
MINISTERIO DA FAZENDA,5,2013,1188791527.4500027
MINISTERIO DA FAZENDA,6,2013,2038480095.479992
MINISTERIO DA FAZENDA,7,2013,1603485784.859999
MINISTERIO DA FAZENDA,8,2013,1393899883.170031
MINISTERIO DA FAZENDA,9,2013,1622102447.939985
MINISTERIO DA FAZENDA,10,2013,1574739815.0399122
MINISTERIO DA FAZENDA,11,2013,1858757891.6499946
MINISTERIO DA FAZENDA,12,2013,1718303506.9100008
MINISTERIO DA FAZENDA,1,2014,1833988392.5699975
MINISTERIO DA FAZENDA,2,2014,1338314375.750006
MINISTERIO DA FAZENDA,3,2014,2648317838.870008
MINISTERIO DA FAZENDA,4,2014,3114792492.589907
MINISTERIO DA FAZENDA,5,2014,2049684587.6282892
MINISTERIO DA FAZENDA,6,2014,2363991239.329918
MINISTERIO DA FAZENDA,7,2014,2191350175.5600047
MINISTERIO DA FAZENDA,8,2014,2214700334.600002
MINISTERIO DA FAZENDA,9,2014,2419427436.0600147
MINISTERIO DA FAZENDA,10,2014,2462690696.200005
MINISTERIO DA FAZENDA,11,2014,2292433134.5500116
MINISTERIO DA FAZENDA,12,2014,2474501620.250008
MINISTERIO DA FAZENDA,1,2015,2815697449.7700095
MINISTERIO DA FAZENDA,2,2015,2360061247.020008
MINISTERIO DA FAZENDA,3,2015,2775023643.280019
MINISTERIO DA FAZENDA,4,2015,8050957014.870066
MINISTERIO DA FAZENDA,5,2015,3023677667.2799478
MINISTERIO DA FAZENDA,6,2015,5863888331.5599785
MINISTERIO DA FAZENDA,7,2015,9303641035.949976
MINISTERIO DA FAZENDA,8,2015,3018096115.430001
MINISTERIO DA FAZENDA,9,2015,3334052515.989888
MINISTERIO DA FAZENDA,10,2015,1328406821.840004
MINISTERIO DA FAZENDA,11,2015,603429601.3200018
MINISTERIO DA FAZENDA,12,2015,40683839175.21007
MINISTERIO DA FAZENDA,1,2016,14371228575.810028
MINISTERIO DA FAZENDA,2,2016,3100172409.9200025
MINISTERIO DA FAZENDA,3,2016,2487276670.9898324
MINISTERIO DA FAZENDA,4,2016,3996924190.59994
MINISTERIO DA FAZENDA,5,2016,1684908943.529984
MINISTERIO DA FAZENDA,6,2016,2042583273.959996
MINISTERIO DA FAZENDA,7,2016,10635427794.490019
MINISTERIO DA FAZENDA,8,2016,1550828041.8299997
MINISTERIO DA FAZENDA,9,2016,1940571340.6500165
MINISTERIO DA FAZENDA,10,2016,1682872603.6799686
MINISTERIO DA FAZENDA,11,2016,2005583938.120014
MINISTERIO DA FAZENDA,12,2016,3519232979.6400094
MINISTERIO DA FAZENDA,1,2017,10329034784.319998
MINISTERIO DA FAZENDA,2,2017,1721389684.5899768
MINISTERIO DA FAZENDA,3,2017,1822814976.989986
MINISTERIO DA FAZENDA,4,2017,3535122170.5100064
MINISTERIO DA FAZENDA,5,2017,1761277382.7599974
MINISTERIO DA FAZENDA,6,2017,1979182875.2899907
MINISTERIO DA FAZENDA,7,2017,8878075490.159985
MINISTERIO DA FAZENDA,8,2017,1613276799.4299867
MINISTERIO DA FAZENDA,9,2017,1734252600.5699954
MINISTERIO DA FAZENDA,10,2017,2077601471.8199806
MINISTERIO DA FAZENDA,11,2017,1342947432.6799963
MINISTERIO DA FAZENDA,12,2017,2678255193.0800443
MINISTERIO DA INTEGRACAO NACIONAL,1,2011,49135771.770000055
MINISTERIO DA INTEGRACAO NACIONAL,2,2011,34785989.8299999
MINISTERIO DA INTEGRACAO NACIONAL,3,2011,203891067.61
MINISTERIO DA INTEGRACAO NACIONAL,4,2011,97470455.2299999
MINISTERIO DA INTEGRACAO NACIONAL,5,2011,82338567.7099999
MINISTERIO DA INTEGRACAO NACIONAL,6,2011,97838131.80999961
MINISTERIO DA INTEGRACAO NACIONAL,7,2011,99656952.97000013
MINISTERIO DA INTEGRACAO NACIONAL,8,2011,106661171.82999997
MINISTERIO DA INTEGRACAO NACIONAL,9,2011,426585085.65999883
MINISTERIO DA INTEGRACAO NACIONAL,10,2011,624873051.1899997
MINISTERIO DA INTEGRACAO NACIONAL,11,2011,250999482.43000022
MINISTERIO DA INTEGRACAO NACIONAL,12,2011,225113485.98000076
MINISTERIO DA INTEGRACAO NACIONAL,1,2012,400218628.04999834
MINISTERIO DA INTEGRACAO NACIONAL,2,2012,81439622.83000027
MINISTERIO DA INTEGRACAO NACIONAL,3,2012,736071976.1099998
MINISTERIO DA INTEGRACAO NACIONAL,4,2012,133931343.60000043
MINISTERIO DA INTEGRACAO NACIONAL,5,2012,146516250.84000012
MINISTERIO DA INTEGRACAO NACIONAL,6,2012,194015903.1999997
MINISTERIO DA INTEGRACAO NACIONAL,7,2012,401418565.8699961
MINISTERIO DA INTEGRACAO NACIONAL,8,2012,286090112.94000053
MINISTERIO DA INTEGRACAO NACIONAL,9,2012,320161866.9500002
MINISTERIO DA INTEGRACAO NACIONAL,10,2012,586321469.5300006
MINISTERIO DA INTEGRACAO NACIONAL,11,2012,249023249.12999958
MINISTERIO DA INTEGRACAO NACIONAL,12,2012,307355750.2000002
MINISTERIO DA INTEGRACAO NACIONAL,1,2013,173207623.21000034
MINISTERIO DA INTEGRACAO NACIONAL,2,2013,198709878.46000057
MINISTERIO DA INTEGRACAO NACIONAL,3,2013,216581186.78000072
MINISTERIO DA INTEGRACAO NACIONAL,4,2013,259004915.79000044
MINISTERIO DA INTEGRACAO NACIONAL,5,2013,273765878.1900008
MINISTERIO DA INTEGRACAO NACIONAL,6,2013,947623678.6500006
MINISTERIO DA INTEGRACAO NACIONAL,7,2013,323550072.1299995
MINISTERIO DA INTEGRACAO NACIONAL,8,2013,314147017.89000016
MINISTERIO DA INTEGRACAO NACIONAL,9,2013,729724827.7400019
MINISTERIO DA INTEGRACAO NACIONAL,10,2013,286696891.49000037
MINISTERIO DA INTEGRACAO NACIONAL,11,2013,668274568.83
MINISTERIO DA INTEGRACAO NACIONAL,12,2013,545269550.269993
MINISTERIO DA INTEGRACAO NACIONAL,1,2014,499811861.92999953
MINISTERIO DA INTEGRACAO NACIONAL,2,2014,260823263.69000113
MINISTERIO DA INTEGRACAO NACIONAL,3,2014,366618297.6300007
MINISTERIO DA INTEGRACAO NACIONAL,4,2014,514146085.2100006
MINISTERIO DA INTEGRACAO NACIONAL,5,2014,515872714.490001
MINISTERIO DA INTEGRACAO NACIONAL,6,2014,302208951.5300009
MINISTERIO DA INTEGRACAO NACIONAL,7,2014,1036844956.899981
MINISTERIO DA INTEGRACAO NACIONAL,8,2014,1324579469.880001
MINISTERIO DA INTEGRACAO NACIONAL,9,2014,406979460.6299997
MINISTERIO DA INTEGRACAO NACIONAL,10,2014,423985918.1300008
MINISTERIO DA INTEGRACAO NACIONAL,11,2014,396772415.4800007
MINISTERIO DA INTEGRACAO NACIONAL,12,2014,574203633.3100011
MINISTERIO DA INTEGRACAO NACIONAL,1,2015,402889193.20000154
MINISTERIO DA INTEGRACAO NACIONAL,2,2015,211624140.61000007
MINISTERIO DA INTEGRACAO NACIONAL,3,2015,183937408.75000024
MINISTERIO DA INTEGRACAO NACIONAL,4,2015,207728140.140002
MINISTERIO DA INTEGRACAO NACIONAL,5,2015,342186045.15000093
MINISTERIO DA INTEGRACAO NACIONAL,6,2015,451847647.1500018
MINISTERIO DA INTEGRACAO NACIONAL,7,2015,349256102.2700007
MINISTERIO DA INTEGRACAO NACIONAL,8,2015,148916464.33000013
MINISTERIO DA INTEGRACAO NACIONAL,9,2015,580661064.560001
MINISTERIO DA INTEGRACAO NACIONAL,10,2015,216147570.50000054
MINISTERIO DA INTEGRACAO NACIONAL,11,2015,290745702.6599997
MINISTERIO DA INTEGRACAO NACIONAL,12,2015,331837440.9499997
MINISTERIO DA INTEGRACAO NACIONAL,1,2016,472686488.7600004
MINISTERIO DA INTEGRACAO NACIONAL,2,2016,187805351.41999987
MINISTERIO DA INTEGRACAO NACIONAL,3,2016,252731915.01000044
MINISTERIO DA INTEGRACAO NACIONAL,4,2016,200212723.47999963
MINISTERIO DA INTEGRACAO NACIONAL,5,2016,144921935.20999998
MINISTERIO DA INTEGRACAO NACIONAL,6,2016,227780430.5400002
MINISTERIO DA INTEGRACAO NACIONAL,7,2016,324744239.7800009
MINISTERIO DA INTEGRACAO NACIONAL,8,2016,283444007.0800001
MINISTERIO DA INTEGRACAO NACIONAL,9,2016,623057522.4699996
MINISTERIO DA INTEGRACAO NACIONAL,10,2016,153656086.8600001
MINISTERIO DA INTEGRACAO NACIONAL,11,2016,190051621.9200016
MINISTERIO DA INTEGRACAO NACIONAL,12,2016,360866004.47000086
MINISTERIO DA INTEGRACAO NACIONAL,1,2017,297915630.81999993
MINISTERIO DA INTEGRACAO NACIONAL,2,2017,188860096.21999976
MINISTERIO DA INTEGRACAO NACIONAL,3,2017,170591975.82000017
MINISTERIO DA INTEGRACAO NACIONAL,4,2017,125965500.73999995
MINISTERIO DA INTEGRACAO NACIONAL,5,2017,227931587.21999916
MINISTERIO DA INTEGRACAO NACIONAL,6,2017,176491638.78000015
MINISTERIO DA INTEGRACAO NACIONAL,7,2017,149195375.6699999
MINISTERIO DA INTEGRACAO NACIONAL,8,2017,97021395.59999995
MINISTERIO DA INTEGRACAO NACIONAL,9,2017,149435406.1900001
MINISTERIO DA INTEGRACAO NACIONAL,10,2017,137493131.24999976
MINISTERIO DA INTEGRACAO NACIONAL,11,2017,241009452.18000022
MINISTERIO DA INTEGRACAO NACIONAL,12,2017,321357718.00999993
MINISTERIO DA JUSTICA,1,2011,141099686.67000014
MINISTERIO DA JUSTICA,2,2011,116836183.52000009
MINISTERIO DA JUSTICA,3,2011,193153701.39000016
MINISTERIO DA JUSTICA,4,2011,181593438.29000023
MINISTERIO DA JUSTICA,5,2011,188379612.66000056
MINISTERIO DA JUSTICA,6,2011,209023758.2199992
MINISTERIO DA JUSTICA,7,2011,186310919.72000274
MINISTERIO DA JUSTICA,8,2011,183423474.27000126
MINISTERIO DA JUSTICA,9,2011,152483800.34999967
MINISTERIO DA JUSTICA,10,2011,152816164.42999896
MINISTERIO DA JUSTICA,11,2011,155704939.29999903
MINISTERIO DA JUSTICA,12,2011,263728156.82999724
MINISTERIO DA JUSTICA,1,2012,97060449.8899983
MINISTERIO DA JUSTICA,2,2012,102818656.30999933
MINISTERIO DA JUSTICA,3,2012,166019460.39999896
MINISTERIO DA JUSTICA,4,2012,151952965.43999836
MINISTERIO DA JUSTICA,5,2012,145705719.1599988
MINISTERIO DA JUSTICA,6,2012,136386961.58999953
MINISTERIO DA JUSTICA,7,2012,209734691.35999757
MINISTERIO DA JUSTICA,8,2012,139140290.23999855
MINISTERIO DA JUSTICA,9,2012,91672234.77000056
MINISTERIO DA JUSTICA,10,2012,152350474.629993
MINISTERIO DA JUSTICA,11,2012,163333506.45000622
MINISTERIO DA JUSTICA,12,2012,212778386.4800069
MINISTERIO DA JUSTICA,1,2013,103190154.05999942
MINISTERIO DA JUSTICA,2,2013,137598711.67000005
MINISTERIO DA JUSTICA,3,2013,161127303.09999815
MINISTERIO DA JUSTICA,4,2013,225658774.10000184
MINISTERIO DA JUSTICA,5,2013,138879724.2300003
MINISTERIO DA JUSTICA,6,2013,173654513.0600003
MINISTERIO DA JUSTICA,7,2013,208939321.28999576
MINISTERIO DA JUSTICA,8,2013,204470178.01999864
MINISTERIO DA JUSTICA,9,2013,204107455.82000062
MINISTERIO DA JUSTICA,10,2013,209015952.21000174
MINISTERIO DA JUSTICA,11,2013,137216007.83000013
MINISTERIO DA JUSTICA,12,2013,350824115.6100181
MINISTERIO DA JUSTICA,1,2014,174521895.56000218
MINISTERIO DA JUSTICA,2,2014,109462110.6899993
MINISTERIO DA JUSTICA,3,2014,199203029.1900076
MINISTERIO DA JUSTICA,4,2014,230774746.40001297
MINISTERIO DA JUSTICA,5,2014,266340271.5400193
MINISTERIO DA JUSTICA,6,2014,251031894.2100062
MINISTERIO DA JUSTICA,7,2014,218208160.18000075
MINISTERIO DA JUSTICA,8,2014,228150569.9300007
MINISTERIO DA JUSTICA,9,2014,259368957.7000019
MINISTERIO DA JUSTICA,10,2014,323656741.3200029
MINISTERIO DA JUSTICA,11,2014,216059795.7700031
MINISTERIO DA JUSTICA,12,2014,195953564.75999534
MINISTERIO DA JUSTICA,1,2015,140916934.45999885
MINISTERIO DA JUSTICA,2,2015,143716923.72999877
MINISTERIO DA JUSTICA,3,2015,191582086.94000196
MINISTERIO DA JUSTICA,4,2015,131646013.39999925
MINISTERIO DA JUSTICA,5,2015,180486680.9399999
MINISTERIO DA JUSTICA,6,2015,273403698.4900053
MINISTERIO DA JUSTICA,7,2015,221605294.75000328
MINISTERIO DA JUSTICA,8,2015,221004916.55000108
MINISTERIO DA JUSTICA,9,2015,212325718.55999735
MINISTERIO DA JUSTICA,10,2015,266689693.68000168
MINISTERIO DA JUSTICA,11,2015,215361423.46999502
MINISTERIO DA JUSTICA,12,2015,183121167.53000388
MINISTERIO DA JUSTICA,1,2016,157806344.6099958
MINISTERIO DA JUSTICA,2,2016,144409623.48000303
MINISTERIO DA JUSTICA,3,2016,182203990.57000405
MINISTERIO DA JUSTICA,4,2016,174781673.97000396
MINISTERIO DA JUSTICA,5,2016,168328225.38999858
MINISTERIO DA JUSTICA,6,2016,243919287.51999348
MINISTERIO DA JUSTICA,7,2016,297099891.3500152
MINISTERIO DA JUSTICA,8,2016,265585512.7999929
MINISTERIO DA JUSTICA,9,2016,282429715.6200131
MINISTERIO DA JUSTICA,10,2016,234219500.77999368
MINISTERIO DA JUSTICA,11,2016,262685957.39000452
MINISTERIO DA JUSTICA,12,2016,434252382.3299913
MINISTERIO DA JUSTICA E SEGURANçA PUBLICA,1,2017,95903461.2800002
MINISTERIO DA JUSTICA E SEGURANçA PUBLICA,2,2017,200284115.08999753
MINISTERIO DA JUSTICA E SEGURANçA PUBLICA,3,2017,234335601.770005
MINISTERIO DA JUSTICA E SEGURANçA PUBLICA,4,2017,108155756.71999982
MINISTERIO DA JUSTICA E SEGURANçA PUBLICA,5,2017,169057616.37000045
MINISTERIO DA JUSTICA E SEGURANçA PUBLICA,6,2017,326663798.379996
MINISTERIO DA JUSTICA E SEGURANçA PUBLICA,7,2017,189409646.3700017
MINISTERIO DA JUSTICA E SEGURANçA PUBLICA,8,2017,215677295.35000008
MINISTERIO DA JUSTICA E SEGURANçA PUBLICA,9,2017,234072146.19999996
MINISTERIO DA JUSTICA E SEGURANçA PUBLICA,10,2017,178276411.9599983
MINISTERIO DA JUSTICA E SEGURANçA PUBLICA,11,2017,187580389.2899983
MINISTERIO DA JUSTICA E SEGURANçA PUBLICA,12,2017,310232603.3300004
MINISTERIO DA PESCA E AQUICULTURA,1,2011,4298614.710000001
MINISTERIO DA PESCA E AQUICULTURA,2,2011,5271028.89
MINISTERIO DA PESCA E AQUICULTURA,3,2011,5603494.620000005
MINISTERIO DA PESCA E AQUICULTURA,4,2011,10303841.389999999
MINISTERIO DA PESCA E AQUICULTURA,5,2011,14928987.190000007
MINISTERIO DA PESCA E AQUICULTURA,6,2011,9537266.470000008
MINISTERIO DA PESCA E AQUICULTURA,7,2011,13911812.43
MINISTERIO DA PESCA E AQUICULTURA,8,2011,8555155.299999997
MINISTERIO DA PESCA E AQUICULTURA,9,2011,9235555.719999995
MINISTERIO DA PESCA E AQUICULTURA,10,2011,5126061.309999999
MINISTERIO DA PESCA E AQUICULTURA,11,2011,8104106.2600000035
MINISTERIO DA PESCA E AQUICULTURA,12,2011,16962151.919999987
MINISTERIO DA PESCA E AQUICULTURA,1,2012,2304741.2400000026
MINISTERIO DA PESCA E AQUICULTURA,2,2012,8742912.939999996
MINISTERIO DA PESCA E AQUICULTURA,3,2012,15193177.529999996
MINISTERIO DA PESCA E AQUICULTURA,4,2012,7897022.300000001
MINISTERIO DA PESCA E AQUICULTURA,5,2012,9715610.15
MINISTERIO DA PESCA E AQUICULTURA,6,2012,8675325.589999994
MINISTERIO DA PESCA E AQUICULTURA,7,2012,3774834.0599999977
MINISTERIO DA PESCA E AQUICULTURA,8,2012,4690928.0399999935
MINISTERIO DA PESCA E AQUICULTURA,9,2012,8312496.149999999
MINISTERIO DA PESCA E AQUICULTURA,10,2012,4725393.749999992
MINISTERIO DA PESCA E AQUICULTURA,11,2012,4154242.9400000004
MINISTERIO DA PESCA E AQUICULTURA,12,2012,14350072.469999982
MINISTERIO DA PESCA E AQUICULTURA,1,2013,1766677.8599999985
MINISTERIO DA PESCA E AQUICULTURA,2,2013,4820145.249999991
MINISTERIO DA PESCA E AQUICULTURA,3,2013,4821786.999999998
MINISTERIO DA PESCA E AQUICULTURA,4,2013,6642424.359999987
MINISTERIO DA PESCA E AQUICULTURA,5,2013,5014832.950000003
MINISTERIO DA PESCA E AQUICULTURA,6,2013,10055376.870000003
MINISTERIO DA PESCA E AQUICULTURA,7,2013,8161289.479999991
MINISTERIO DA PESCA E AQUICULTURA,8,2013,4931280.799999991
MINISTERIO DA PESCA E AQUICULTURA,9,2013,8479332.339999996
MINISTERIO DA PESCA E AQUICULTURA,10,2013,5814295.7799999975
MINISTERIO DA PESCA E AQUICULTURA,11,2013,6494210.269999994
MINISTERIO DA PESCA E AQUICULTURA,12,2013,9231218.490000004
MINISTERIO DA PESCA E AQUICULTURA,1,2014,2338616.0699999994
MINISTERIO DA PESCA E AQUICULTURA,2,2014,4495311.560000006
MINISTERIO DA PESCA E AQUICULTURA,3,2014,6365853.319999999
MINISTERIO DA PESCA E AQUICULTURA,4,2014,8164220.910000002
MINISTERIO DA PESCA E AQUICULTURA,5,2014,8287295.369999999
MINISTERIO DA PESCA E AQUICULTURA,6,2014,7859163.860000001
MINISTERIO DA PESCA E AQUICULTURA,7,2014,7338791.319999993
MINISTERIO DA PESCA E AQUICULTURA,8,2014,6300121.149999996
MINISTERIO DA PESCA E AQUICULTURA,9,2014,6961160.330000001
MINISTERIO DA PESCA E AQUICULTURA,10,2014,4154126.359999998
MINISTERIO DA PESCA E AQUICULTURA,11,2014,6938121.819999993
MINISTERIO DA PESCA E AQUICULTURA,12,2014,15921174.460000008
MINISTERIO DA PESCA E AQUICULTURA,1,2015,2093784.5799999994
